agency,article_id,section,published_at,headline,url,sentiment_score,Aspect,effect_type,impact_type
thairath,2513275,economics,2022-09-29,รู้จักตัวเองด้วย SET Fin Quizz,https://www.thairath.co.th/money/economics/thai_economics/2513275,0.55,สังคม/ความมั่นคง,Long-term,Neutral
thairath,2513901,economics,2022-09-29,ธนาคารแห่งประเทศไทยห่วงคนรุ่นใหม่ก่อหนี้เน่าเพียบ รู้สึกขาดความมั่นคงในอนาคต,https://www.thairath.co.th/money/economics/thai_economics/2513901,0.25,เศรษฐกิจไทย,Long-term,Negative
thairath,2513905,personal_finance,2022-09-29,“ค่าเงินบาท” อ่อนค่าเพราะเศรษฐกิจโลก เงินแข็งค่าขึ้นของดอลลาร์สหรัฐ,https://www.thairath.co.th/money/personal_finance/financial_planning/2513905,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2513917,economics,2022-09-29,โรงงาน-ยี่ปั๊วลดราคาปุ๋ยแล้ว พาณิชย์ขู่ “เอาจริง” ล้างคุกรอ!,https://www.thairath.co.th/money/economics/thai_economics/2513917,0.65,ราคาสินค้าเกษตร,Short-term,Positive
thairath,2513921,economics,2022-09-29,ดันท่องเที่ยวสู้พายุเศรษฐกิจ หวังจีนปลดล็อก เที่ยวไทยทะลุ 12 ล้านคน,https://www.thairath.co.th/money/economics/thai_economics/2513921,0.65,เศรษฐกิจไทย,Long-term,Positive
thairath,2513926,economics,2022-09-29,ทอท.ดี๊ด๊าผู้โดยสารกลับมาสนามบินคึกคัก มั่นใจปี 66 พลิกมีกำไร!,https://www.thairath.co.th/money/economics/thai_economics/2513926,0.75,เศรษฐกิจไทย,Short-term,Positive
thairath,2514021,investment,2022-09-30,"ราคาทองวันนี้ล่าสุด 30 ก.ย. 65 เปิดตลาดเช้า ""ทองรูปพรรณ"" ขายบาทละ 30,300",https://www.thairath.co.th/money/investment/gold/2514021,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2514227,investment,2022-09-30,"หุ้นไทยวันนี้ 30 ก.ย. 65 ปิดตลาดหุ้นเช้า ปรับขึ้น 1.36 ดัชนีอยู่ที่ 1,593 จุด",https://www.thairath.co.th/money/investment/capital_market/2514227,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2514246,personal_finance,2022-09-30,กสิกรไทยขึ้นดอกเบี้ยเงินฝากประจำสูงสุด 0.50% คงดอกเบี้ยเงินกู้ลูกค้ารายย่อย,https://www.thairath.co.th/money/personal_finance/financial_planning/2514246,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2514147,economics,2022-09-30,EIC คาดจบปี 65 อัตราดอกเบี้ยนโยบายไทยจะอยู่ที่ 1.25% ต่อปี,https://www.thairath.co.th/money/economics/thai_economics/2514147,0.55,เศรษฐกิจไทย,Long-term,Neutral
thairath,2514487,personal_finance,2022-09-30,ttb ประกาศขึ้นอัตราดอกเบี้ยเงินฝาก และดอกเบี้ยเงินกู้ มีผล 1 ต.ค. 65,https://www.thairath.co.th/money/personal_finance/financial_planning/2514487,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2514416,economics,2022-09-30,คริปโต ขาดคุณสมบัติของเงิน มีข้อจำกัด ไม่เอื้อต่อการบริหารนโยบายเศรษฐกิจ,https://www.thairath.co.th/money/economics/thai_economics/2514416,0.45,เศรษฐกิจไทย,Long-term,Neutral
thairath,2514515,investment,2022-09-30,"หุ้นไทยวันนี้ 30 ก.ย. 65 ปิดตลาดหุ้นบ่าย ปรับลด 2.86 ดัชนีอยู่ที่ 1,589 จุด",https://www.thairath.co.th/money/investment/capital_market/2514515,0.25,เศรษฐกิจไทย,Short-term,Negative
thairath,2514552,economics,2022-09-30,"พรุ่งนี้ปรับขึ้นอีก ""ราคาน้ำมัน"" กลุ่มแก๊สโซฮอล์ 50 สต. เว้น E85 ขึ้น 30 สต.",https://www.thairath.co.th/money/economics/thai_economics/2514552,0.3,ราคาน้ำมันเชื้อเพลิง,Short-term,Negative
thairath,2514646,personal_finance,2022-09-30,ธนาคารกรุงศรี ขึ้นดอกเบี้ยเงินฝาก ตรึงดอกเบี้ยเงินกู้ลูกค้ารายย่อย,https://www.thairath.co.th/money/personal_finance/financial_planning/2514646,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2514307,economics,2022-09-30,เดินหน้าปรับโครงสร้างเศรษฐกิจไทย,https://www.thairath.co.th/money/economics/thai_economics/2514307,0.5,เศรษฐกิจไทย,Long-term,Neutral
thairath,2514841,investment,2022-09-30,HMPRO–CPALL–CRC!!,https://www.thairath.co.th/money/investment/capital_market/2514841,0.45,เศรษฐกิจไทย,Short-term,Neutral
thairath,2514905,personal_finance,2022-10-01,แบงก์ทยอยขึ้นดอกเบี้ย,https://www.thairath.co.th/money/personal_finance/financial_planning/2514905,0.65,เศรษฐกิจไทย,Long-term,Positive
thairath,2514930,economics,2022-10-01,ทางหลวงจับมือสถาบันศึกษา-สภาวิศวฯ เร่งตรวจมาตรฐานถนน-สะพานทั่วไทย,https://www.thairath.co.th/money/economics/thai_economics/2514930,0.55,สังคม/ความมั่นคง,Short-term,Neutral
thairath,2514941,economics,2022-10-01,ธปท.เกาะติดเศรษฐกิจโลกชะลอ หวังยอดนักท่องเที่ยวต่างชาติดันเศรษฐกิจไทยครึ่งปีหลังฟื้น,https://www.thairath.co.th/money/economics/thai_economics/2514941,0.75,เศรษฐกิจไทย,Short-term,Positive
thairath,2514950,investment,2022-10-01,"ราคาทองวันนี้ล่าสุด 1 ต.ค. 65 เปิดตลาดเช้า ""ทองรูปพรรณ"" ขายบาทละ 30,250",https://www.thairath.co.th/money/investment/gold/2514950,0.5,ราคาสินค้าเกษตร,Short-term,Neutral
thairath,2513881,economics,2022-10-02,ตรวจสอบสถานะการลงทะเบียนบัตรสวัสดิการแห่งรัฐ 2565 เปิดให้เช็กผลรอบที่ 3 แล้ว,https://www.thairath.co.th/money/economics/thai_economics/2513881,0.65,มาตรการของรัฐ,Short-term,Positive
thairath,2516195,economics,2022-10-02,ชงเลิก! ลดหย่อน-ยกเว้นภาษี เพื่อให้ภาครัฐมีรายได้เพิ่มขึ้น,https://www.thairath.co.th/money/economics/thai_economics/2516195,0.45,มาตรการของรัฐ,Long-term,Neutral
thairath,2516205,personal_finance,2022-10-02,ธอส.เปิดแอปช่วยลูกค้าขอกู้บ้าน จ่อปรับลดขนาด 70 สาขาในห้าง,https://www.thairath.co.th/money/personal_finance/financial_planning/2516205,0.75,เศรษฐกิจไทย,Long-term,Positive
thairath,2516211,personal_finance,2022-10-02,เปิด 5 หางเสือทิศทางเดินหน้า ธปท. ดูแลหนี้ครัวเรือน-ผลักดันเศรษฐกิจสีเขียว,https://www.thairath.co.th/money/personal_finance/financial_planning/2516211,0.75,เศรษฐกิจไทย,Long-term,Positive
thairath,2515786,economics,2022-10-02,คนไทยทะลักรับญี่ปุ่นเปิดประเทศ ททท.แก้เกมดึงญี่ปุ่นเที่ยวไทย,https://www.thairath.co.th/money/economics/thai_economics/2515786,0.75,เศรษฐกิจไทย,Long-term,Positive
thairath,2485150,economics,2022-10-03,"ถนนทุกสายมุ่งตรงสู่ ""เวียดนาม"" ส่องอนาคตอันสดใส ดาวเด่นดวงใหม่ของอาเซียน",https://www.thairath.co.th/money/economics/thai_economics/2485150,0.45,เศรษฐกิจไทย,Long-term,Neutral
thairath,2516430,investment,2022-10-03,ราคาทองวันนี้ล่าสุด 3 ต.ค. 65 เปิดตลาดเช้า ปรับแล้ว 2 ครั้ง ขยับขึ้น 150 บาท,https://www.thairath.co.th/money/investment/gold/2516430,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2516451,personal_finance,2022-10-03,ธอส.ออกสลากออมทรัพย์ วิมานเมฆ Plus ลุ้นรางวัลที่หนึ่งรับ 3 ล้านทุกเดือน,https://www.thairath.co.th/money/personal_finance/financial_planning/2516451,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2516530,investment,2022-10-03,"หุ้นไทยวันนี้ 3 ต.ค. 65 ปิดตลาดหุ้นเช้า ปรับลด 20.36 ดัชนีอยู่ที่ 1,569 จุด",https://www.thairath.co.th/money/investment/capital_market/2516530,0.35,เศรษฐกิจไทย,Short-term,Negative
thairath,2516567,personal_finance,2022-10-03,ธนาคารไทยพาณิชย์ ขึ้นดอกเบี้ยเงินฝาก คงดอกเบี้ยเงินกู้ลูกค้ารายย่อย,https://www.thairath.co.th/money/personal_finance/financial_planning/2516567,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2516595,personal_finance,2022-10-03,กรุงไทยขึ้นดอกเบี้ยเงินฝากสูงสุด 0.825% ต่อปี ตรึงดอกเบี้ยเงินกู้รายย่อย,https://www.thairath.co.th/money/personal_finance/financial_planning/2516595,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2516697,investment,2022-10-03,"หุ้นไทย ต.ค. 65 แกว่งตัวใน 1,550-1,650 จุด เฟดขึ้นดอกเบี้ยคือปัจจัยเสี่ยง",https://www.thairath.co.th/money/investment/capital_market/2516697,0.55,เศรษฐกิจโลก,Short-term,Neutral
thairath,2516746,economics,2022-10-03,ความเสี่ยงของภาคธุรกิจไทยในการออกหุ้นกู้ภายใต้วัฏจักรดอกเบี้ยขาขึ้น,https://www.thairath.co.th/money/economics/thai_economics/2516746,0.75,เศรษฐกิจไทย,Long-term,Positive
thairath,2516807,investment,2022-10-03,"หุ้นไทยวันนี้ 3 ต.ค. 65 ปิดตลาดหุ้นบ่าย ปรับลด 31.46 ดัชนีอยู่ที่ 1,558 จุด",https://www.thairath.co.th/money/investment/capital_market/2516807,0.35,เศรษฐกิจไทย,Short-term,Negative
thairath,2516901,personal_finance,2022-10-03,ธอส.ขึ้นดอกเบี้ยเงินฝาก แต่ยังคงตรึงดอกเบี้ยเงินกู้ถึงสิ้นปี 65,https://www.thairath.co.th/money/personal_finance/financial_planning/2516901,0.5,เศรษฐกิจไทย,Short-term,Neutral
thairath,2516957,investment,2022-10-03,แพนิก!!,https://www.thairath.co.th/money/investment/capital_market/2516957,0.55,เศรษฐกิจไทย,Short-term,Neutral
thairath,2517015,economics,2022-10-03,ยอดใช้จ่ายสะสมทำเงินสะพัด 3.4 หมื่นล้านบาท,https://www.thairath.co.th/money/economics/thai_economics/2517015,0.65,มาตรการของรัฐ,Short-term,Positive
thairath,2517020,economics,2022-10-03,"""กอบศักดิ์ ภูตระกูล"" แนะจัดทัพรับเศรษฐกิจโลกถดถอย",https://www.thairath.co.th/money/economics/thai_economics/2517020,0.3,เศรษฐกิจโลก,Long-term,Negative
thairath,2517030,economics,2022-10-03,ฝัน “จีดีพี” ปีหน้าโต 3.86% “นักวิเคราะห์” ชี้เศรษฐกิจปี 65-66 ฟื้นตัว,https://www.thairath.co.th/money/economics/thai_economics/2517030,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2517035,economics,2022-10-03,ปี 66 คนไทยยังใช้ไฟฟ้าแพง เนื่องจากราคาเชื้อเพลิงหลักผันแปร,https://www.thairath.co.th/money/economics/thai_economics/2517035,0.35,ราคาน้ำมันเชื้อเพลิง,Long-term,Negative
thairath,2517037,economics,2022-10-03,สคร.เร่งรัฐวิสาหกิจเบิกจ่าย ช่วยกระตุ้นเศรษฐกิจปลายปี,https://www.thairath.co.th/money/economics/thai_economics/2517037,0.75,มาตรการของรัฐ,Short-term,Positive
thairath,2517040,personal_finance,2022-10-03,แก้หนี้ครัวเรือนฉบับ “ธปท.” ลดหนี้เดิม-ห้ามออกสินเชื่อหนุนก่อหนี้เกินตัว,https://www.thairath.co.th/money/personal_finance/financial_planning/2517040,0.75,มาตรการของรัฐ,Long-term,Positive
thairath,2517191,investment,2022-10-04,ราคาทองวันนี้ล่าสุด 4 ต.ค. 65 เปิดตลาดเช้าวันอังคาร พุ่ง 450 บาท,https://www.thairath.co.th/money/investment/gold/2517191,0.65,ราคาสินค้าเกษตร,Short-term,Positive
thairath,2517341,economics,2022-10-04,ราคาน้ำมันวันนี้ 4 ต.ค. 2565 อัปเดตราคาน้ำมันทุกชนิด ล่าสุดลิตรละกี่บาทแล้ว,https://www.thairath.co.th/money/economics/thai_economics/2517341,0.5,ราคาน้ำมันเชื้อเพลิง,Short-term,Neutral
thairath,2517406,investment,2022-10-04,"หุ้นไทยวันนี้ 4 ต.ค. 65 ปิดตลาดหุ้นเช้า ปรับขึ้น 18.96 ดัชนีอยู่ที่ 1,577 จุด",https://www.thairath.co.th/money/investment/capital_market/2517406,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2517487,investment,2022-10-04,แนวโน้มหุ้นเดือน ต.ค.65 ทิศทางดีกว่าหุ้นโลก แนะลงทุน 4 ธีมกระจายเสี่ยง,https://www.thairath.co.th/money/investment/capital_market/2517487,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2517713,investment,2022-10-04,"หุ้นไทยวันนี้ 4 ต.ค. 65 ปิดตลาดหุ้นบ่าย ปรับขึ้น 19.95 ดัชนีอยู่ที่ 1,578 จุด",https://www.thairath.co.th/money/investment/capital_market/2517713,0.75,เศรษฐกิจไทย,Short-term,Positive
thairath,2517783,personal_finance,2022-10-04,กอบศักดิ์ แนะไทยควรตุนเงินสำรอง รับมือเศรษฐกิจโลกถดถอยกลางปี 66,https://www.thairath.co.th/money/personal_finance/financial_planning/2517783,0.35,เศรษฐกิจไทย,Short-term,Negative
thairath,2517960,investment,2022-10-04,มุมมองทิสโก้!!,https://www.thairath.co.th/money/investment/capital_market/2517960,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2518146,personal_finance,2022-10-04,“บิ๊กตู่” เกาะติดตลาดเงิน-ทุนผันผวน “คลัง” ยันเศรษฐกิจไทยไม่สะดุดจับมือ ธปท.ดูแล,https://www.thairath.co.th/money/personal_finance/financial_planning/2518146,0.45,เศรษฐกิจโลก,Short-term,Neutral
thairath,2518148,economics,2022-10-05,ห้ามฉวยโอกาสน้ำท่วมขายของแพง,https://www.thairath.co.th/money/economics/thai_economics/2518148,0.55,ภัยพิบัติ/โรคระบาด,Short-term,Neutral
thairath,2518150,economics,2022-10-05,ยอดปล่อย “ก๊าซคาร์บอนฯ” 6 เดือนพุ่ง รับส่งออกฟื้น-ภาคผลิตใช้พลังงานเพิ่ม,https://www.thairath.co.th/money/economics/thai_economics/2518150,0.5,เศรษฐกิจไทย,Long-term,Neutral
thairath,2518160,economics,2022-10-05,ชี้ร้านอาหารไม่แจ้งผู้บริโภค ไม่ต้องจ่ายค่า “เซอร์วิส ชาร์จ”,https://www.thairath.co.th/money/economics/thai_economics/2518160,0.45,สังคม/ความมั่นคง,Short-term,Neutral
thairath,2518171,economics,2022-10-05,ซับน้ำตาผู้ประสบภัยน้ำท่วม “ออมสิน -ธอส.-ไทยพาณิชย์” ลดดอก-ลดต้น-ปรับหนี้,https://www.thairath.co.th/money/economics/thai_economics/2518171,0.65,ภัยพิบัติ/โรคระบาด,Short-term,Positive
thairath,2518180,economics,2022-10-05,ส.อ.ท.ห่วงกับดักรัดประเทศไทย,https://www.thairath.co.th/money/economics/thai_economics/2518180,0.45,เศรษฐกิจไทย,Short-term,Neutral
thairath,2518181,economics,2022-10-05,ไทยไม่หวั่นเอเปก “วอล์กเอาต์” ผู้นำทยอยตอบรับไต้หวัน-ฮ่องกงมาแน่,https://www.thairath.co.th/money/economics/thai_economics/2518181,0.75,เศรษฐกิจไทย,Long-term,Positive
thairath,2518186,economics,2022-10-05,ยังดันอยู่ปิดผับตี 4 เที่ยวไทยออร่าพุ่ง,https://www.thairath.co.th/money/economics/thai_economics/2518186,0.65,มาตรการของรัฐ,Short-term,Positive
thairath,2518058,personal_finance,2022-10-05,เซ็นทรัล เดอะวันส่งบัตรเครดิตเจาะกลุ่ม Mass รับสัญญาณจับจ่ายฟื้นตัว,https://www.thairath.co.th/money/personal_finance/financial_planning/2518058,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2518293,personal_finance,2022-10-05,ออมสินออกสินเชื่อฉุกเฉินช่วยผู้ประสบภัยน้ำท่วม ให้กู้เงินไม่เกิน 5 หมื่น,https://www.thairath.co.th/money/personal_finance/financial_planning/2518293,0.75,มาตรการของรัฐ,Short-term,Positive
thairath,2518325,investment,2022-10-05,"ราคาทองวันนี้ล่าสุด 5 ต.ค. 65 เปิดตลาดเช้า ""ทองรูปพรรณ"" ขายบาทละ 30,950",https://www.thairath.co.th/money/investment/gold/2518325,0.65,ราคาสินค้าเกษตร,Short-term,Positive
thairath,2518435,economics,2022-10-05,บัตรคนจน บัตรสวัสดิการแห่งรัฐ 2565 รอตรวจสิทธิอีกครั้ง ทั้งบุคคล-ครอบครัว,https://www.thairath.co.th/money/economics/thai_economics/2518435,0.55,มาตรการของรัฐ,Short-term,Neutral
thairath,2518596,economics,2022-10-05,คนไทยชอบสูบบุหรี่เถื่อน ทำรัฐบาลชวดรายได้เก็บภาษีปีละกว่า 1.3 หมื่นล้าน,https://www.thairath.co.th/money/economics/thai_economics/2518596,0.3,มาตรการของรัฐ,Long-term,Negative
thairath,2518710,personal_finance,2022-10-05,ธนาคารไม่หยุดช่วงเอเปก ธปท. ประกาศวันที่ 16-18 พ.ย. 65 เปิดบริการปกติ,https://www.thairath.co.th/money/personal_finance/financial_planning/2518710,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2518795,investment,2022-10-05,"ราคา IPO เบทาโกรที่ 40.00 บาทต่อหุ้น มูลค่าเสนอขายไม่เกิน 20,000 ล้าน",https://www.thairath.co.th/money/investment/capital_market/2518795,0.75,เศรษฐกิจไทย,Long-term,Positive
thairath,2518863,investment,2022-10-05,"หุ้นไทยวันนี้ 5 ต.ค. 65 ปิดตลาดหุ้นบ่าย ปรับขึ้น 2.27 ดัชนีอยู่ที่ 1,580 จุด",https://www.thairath.co.th/money/investment/capital_market/2518863,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2519010,economics,2022-10-05,ขยายเวลาลงทะเบียนบัตรคนจน บัตรสวัสดิการแห่งรัฐ 2565 เปิดแนวทางตามคู่สมรสไม่ได้,https://www.thairath.co.th/money/economics/thai_economics/2519010,0.65,มาตรการของรัฐ,Short-term,Positive
thairath,2519050,investment,2022-10-05,เงินเฟ้อผ่านจุดพีก!!,https://www.thairath.co.th/money/investment/capital_market/2519050,0.45,เศรษฐกิจไทย,Short-term,Neutral
thairath,2519148,economics,2022-10-05,“บิ๊กตู่” สั่งเตรียมงบฟื้นฟูหลังน้ำท่วม “พาณิชย์” ยันดูแลสินค้าไม่ขาด,https://www.thairath.co.th/money/economics/thai_economics/2519148,0.65,ภัยพิบัติ/โรคระบาด,Short-term,Positive
thairath,2519161,personal_finance,2022-10-05,“พาณิชย์” ลุ้นปีนี้ขยายตัว 5.5%-6.5% เงินเฟ้อเดือน ก.ย.พุ่ง 6.41%,https://www.thairath.co.th/money/personal_finance/financial_planning/2519161,0.55,เศรษฐกิจไทย,Short-term,Neutral
thairath,2519163,economics,2022-10-05,ครม.ลดแลกแจกแถมชวนใช้เรือไฟฟ้า ลุยยกเว้นค่าธรรมเนียมใบอนุญาต 5 ปี,https://www.thairath.co.th/money/economics/thai_economics/2519163,0.45,มาตรการของรัฐ,Short-term,Neutral
thairath,2519168,economics,2022-10-05,“ศักดิ์สยาม” ลุย 14 โครงการยักษ์ “รฟท.” กู้เงิน 1.6 หมื่นล้านบาท!,https://www.thairath.co.th/money/economics/thai_economics/2519168,0.75,เศรษฐกิจไทย,Long-term,Positive
thairath,2519170,economics,2022-10-05,คนลงทะเบียนปลดล็อกบัตรคนจนแสนราย,https://www.thairath.co.th/money/economics/thai_economics/2519170,0.75,มาตรการของรัฐ,Short-term,Positive
thairath,2519180,economics,2022-10-05,กองสลากฟุ้งสิ้นปีหวยดิจิทัล 20 ล้านใบ,https://www.thairath.co.th/money/economics/thai_economics/2519180,0.65,มาตรการของรัฐ,Long-term,Positive
thairath,2519186,economics,2022-10-05,กกร.คาดน้ำท่วมเสียหายหมื่นล้าน,https://www.thairath.co.th/money/economics/thai_economics/2519186,0.75,เศรษฐกิจไทย,Short-term,Positive
thairath,2519398,investment,2022-10-06,"ราคาทองวันนี้ล่าสุด 6 ต.ค. 65 เปิดตลาดเช้า ""ทองรูปพรรณ"" ขายบาทละ 30,900",https://www.thairath.co.th/money/investment/gold/2519398,0.55,เศรษฐกิจไทย,Short-term,Neutral
thairath,2519616,investment,2022-10-06,"หุ้นไทยวันนี้ 6 ต.ค. 65 ปิดตลาดหุ้นเช้า ปรับขึ้น 13.77 ดัชนีอยู่ที่ 1,594 จุด",https://www.thairath.co.th/money/investment/capital_market/2519616,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2520013,economics,2022-10-06,คปภ.แก้ปัญหาเบี้ยประกันรถ EV แพง หลังต้นทุนเปลี่ยนแบตสูง ทำ Loss Ratio พุ่ง,https://www.thairath.co.th/money/economics/thai_economics/2520013,0.5,มาตรการของรัฐ,Short-term,Neutral
thairath,2520066,investment,2022-10-06,"หุ้นไทยวันนี้ 6 ต.ค. 65 ปิดตลาดหุ้นบ่าย ปรับขึ้น 8.91 ดัชนีอยู่ที่ 1,589 จุด",https://www.thairath.co.th/money/investment/capital_market/2520066,0.68,เศรษฐกิจไทย,Short-term,Positive
thairath,2519965,economics,2022-10-06,ความเสี่ยงที่แท้จริง หากชะตากรรม Credit Suisse หวั่นซ้ำรอย Lehman Brothers ปี 2008,https://www.thairath.co.th/money/economics/thai_economics/2519965,0.45,เศรษฐกิจโลก,Short-term,Neutral
thairath,2520156,personal_finance,2022-10-06,ธนาคารไทยพาณิชย์ พร้อมปล่อยสินเชื่อฟื้นฟูเพื่อการปรับตัวหนุนผู้ประกอบการ,https://www.thairath.co.th/money/personal_finance/financial_planning/2520156,0.85,มาตรการของรัฐ,Long-term,Positive
thairath,2520288,investment,2022-10-06,เงินฝรั่งหล่อเลี้ยงหุ้นไทย!!,https://www.thairath.co.th/money/investment/capital_market/2520288,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2520315,economics,2022-10-06,กรมการค้าภายในย้ำปุ๋ยไม่ขาดแคลนแต่ราคายังแพง,https://www.thairath.co.th/money/economics/thai_economics/2520315,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2519698,economics,2022-10-06,ผู้ประกอบการทางสังคมในรั้วอุดมศึกษา,https://www.thairath.co.th/money/economics/thai_economics/2519698,0.75,เศรษฐกิจไทย,Long-term,Positive
thairath,2520323,economics,2022-10-06,โละทิ้งบริษัทร้างเกือบ 9 พันราย ปิดช่องมิจฉาชีพ “ต้ม” ประชาชน,https://www.thairath.co.th/money/economics/thai_economics/2520323,0.55,มาตรการของรัฐ,Short-term,Neutral
thairath,2520330,personal_finance,2022-10-06,แบงก์รัฐซับน้ำตาลูกหนี้ “น้ำท่วม” จัดให้ทั้งพักหนี้-ลดดอก-ลดงวด-เงินกู้ฉุกเฉิน,https://www.thairath.co.th/money/personal_finance/financial_planning/2520330,0.25,ภัยพิบัติ/โรคระบาด,Short-term,Negative
thairath,2520345,economics,2022-10-06,ลุยเชื่อมโยงระบบรถไฟไทย-ลาว เพื่อเกิดประโยชน์สูงสุดต่อทั้งสองประเทศ,https://www.thairath.co.th/money/economics/thai_economics/2520345,0.85,เศรษฐกิจไทย,Long-term,Positive
thairath,2520353,economics,2022-10-06,เตือนผู้ส่งออกไปสหรัฐฯ-อียูเร่งปรับตัว! มาตรการจัดเก็บภาษีการปล่อยคาร์บอน,https://www.thairath.co.th/money/economics/thai_economics/2520353,0.55,เศรษฐกิจโลก,Long-term,Neutral
thairath,2520570,investment,2022-10-07,"ราคาทองวันนี้ล่าสุด 7 ต.ค. 65 เปิดตลาดเช้า ""รูปพรรณ"" ขาย 30,800 บาท",https://www.thairath.co.th/money/investment/gold/2520570,0.5,ราคาสินค้าเกษตร,Short-term,Neutral
thairath,2520618,economics,2022-10-07,คปภ.เร่งชับบ์สามัคคีประกันภัย เยียวยาผู้เสียหายเหตุกราดยิงหนองบัวลำภู,https://www.thairath.co.th/money/economics/thai_economics/2520618,0.65,สังคม/ความมั่นคง,Short-term,Positive
thairath,2520651,investment,2022-10-07,"แสนสิริ ปรับเป้ายอดขายบ้าน คอนโดฯ ปี 65 จาก 35,000 ล้านเป็น 47,000 ล้าน",https://www.thairath.co.th/money/investment/capital_market/2520651,0.85,เศรษฐกิจไทย,Short-term,Positive
thairath,2520721,investment,2022-10-07,"หุ้นไทยวันนี้ 7 ต.ค. 65 ปิดตลาดหุ้นเช้า ปรับลด 12.33 ดัชนีอยู่ที่ 1,576 จุด",https://www.thairath.co.th/money/investment/capital_market/2520721,0.35,เศรษฐกิจไทย,Short-term,Negative
thairath,2520213,economics,2022-10-07,"เอเซียพลัส คาดปิดปี 65 หุ้นไทยแตะ 1,730 จุด ชี้ 4 ปัจจัยสำคัญพาไปถึงดวงดาว",https://www.thairath.co.th/money/economics/thai_economics/2520213,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2521080,economics,2022-10-07,"อย่าลืมแวะเติม ประกาศปรับขึ้น ""ราคาน้ำมัน"" กลุ่มโซฮอล์ทุกชนิด เว้นดีเซลคงเดิม",https://www.thairath.co.th/money/economics/thai_economics/2521080,0.25,ราคาน้ำมันเชื้อเพลิง,Short-term,Negative
thairath,2521106,investment,2022-10-07,"หุ้นไทยวันนี้ 7 ต.ค. 65 ปิดตลาดหุ้นบ่าย ปรับลด 9.52 ดัชนีอยู่ที่ 1,579 จุด",https://www.thairath.co.th/money/investment/capital_market/2521106,0.3,เศรษฐกิจไทย,Short-term,Negative
thairath,2521141,personal_finance,2022-10-07,ธ.ก.ส.ปรับขึ้นดอกเบี้ยเงินฝาก ตรึงดอกเบี้ยเงินกู้ หนุนสภาพคล่องเกษตรกร,https://www.thairath.co.th/money/personal_finance/financial_planning/2521141,0.55,มาตรการของรัฐ,Short-term,Neutral
thairath,2521290,investment,2022-10-07,พักตัว!!,https://www.thairath.co.th/money/investment/capital_market/2521290,0.35,เศรษฐกิจไทย,Short-term,Negative
thairath,2520826,economics,2022-10-07,นโยบายการเงินการคลังเข้าขา พาชาติรอดวิกฤติ,https://www.thairath.co.th/money/economics/thai_economics/2520826,0.25,เศรษฐกิจโลก,Short-term,Negative
thairath,2521233,economics,2022-10-07,ธปท.เปิดสถานะระบบการเงินไทย หนี้ครัวเรือนยังเปราะบาง-จับตาหนี้เสียโควิดเพิ่ม,https://www.thairath.co.th/money/economics/thai_economics/2521233,0.35,เศรษฐกิจไทย,Long-term,Negative
thairath,2521363,economics,2022-10-07,“อาคม” ตอกย้ำกฎหมายต้องแก้ไข คลัง-ธปท.-ก.ล.ต.หารือใกล้ชิด ขีดเส้นแบ่งหน้าที่,https://www.thairath.co.th/money/economics/thai_economics/2521363,0.65,เศรษฐกิจไทย,Long-term,Positive
thairath,2521368,economics,2022-10-07,จีซีจับมือจีพีเอสซีขับเคลื่อนพลังงานสะอาด ลดการปล่อยก๊าซเรือนกระจกให้เป็นศูนย์,https://www.thairath.co.th/money/economics/thai_economics/2521368,0.65,เศรษฐกิจไทย,Long-term,Positive
thairath,2521373,economics,2022-10-07,ททท.จ่อออกโปรไฟไหม้ ดึงคนไทยเที่ยวไทยสกัดทัวร์ต่างประเทศ,https://www.thairath.co.th/money/economics/thai_economics/2521373,0.65,เศรษฐกิจไทย,Short-term,Positive
thairath,2521455,investment,2022-10-08,ราคาทองวันนี้ล่าสุด 8 ต.ค. 65 เปิดตลาดเช้าวันเสาร์ ปรับลด 100 บาท,https://www.thairath.co.th/money/investment/gold/2521455,0.5,ราคาสินค้าเกษตร,Short-term,Neutral
